date,ticker,close_price
2024-01-22 22:46:38.911710,AAPL,156.31989195960318
2024-01-23 22:46:38.911710,AAPL,170.05222440079382
2024-01-24 22:46:38.911710,AAPL,183.57551145989518
2024-01-25 22:46:38.911710,AAPL,164.3465078708503
2024-01-26 22:46:38.911710,AAPL,153.41583543319746
2024-01-27 22:46:38.911710,AAPL,129.06665495721234
2024-01-28 22:46:38.911710,AAPL,165.53955327962368
2024-01-29 22:46:38.911710,AAPL,161.29090314123653
2024-01-30 22:46:38.911710,AAPL,150.90792062074155
2024-01-31 22:46:38.911710,AAPL,167.97909354159498
2024-02-01 22:46:38.911710,AAPL,144.50317485715325
2024-02-02 22:46:38.911710,AAPL,148.45498286379205
2024-02-03 22:46:38.911710,AAPL,131.62973050877355
2024-02-04 22:46:38.911710,AAPL,136.13132794946944
2024-02-05 22:46:38.911710,AAPL,120.94810744841624
2024-02-06 22:46:38.911710,AAPL,164.0569660732167
2024-02-07 22:46:38.911710,AAPL,138.15850606483602
2024-02-08 22:46:38.911710,AAPL,174.65153214478823
2024-02-09 22:46:38.911710,AAPL,144.19028551624405
2024-02-10 22:46:38.911710,AAPL,149.79824452227604
2024-02-11 22:46:38.911710,AAPL,164.09147695450142
2024-02-12 22:46:38.911710,AAPL,157.00857838677865
2024-02-13 22:46:38.911710,AAPL,174.29627535016644
2024-02-14 22:46:38.911710,AAPL,130.6496312563746
2024-02-15 22:46:38.911710,AAPL,167.51390504412097
2024-02-16 22:46:38.911710,AAPL,141.86243762445804
2024-02-17 22:46:38.911710,AAPL,150.3455093264969
2024-02-18 22:46:38.911710,AAPL,148.24304213362316
2024-02-19 22:46:38.911710,AAPL,157.31513084654043
2024-02-20 22:46:38.911710,AAPL,148.92819522642944
2024-02-21 22:46:38.911710,AAPL,124.13787543689834
2024-02-22 22:46:38.911710,AAPL,174.27496778696351
2024-02-23 22:46:38.911710,AAPL,146.42123824281663
2024-02-24 22:46:38.911710,AAPL,167.0883566531049
2024-02-25 22:46:38.911710,AAPL,150.94602283458858
2024-02-26 22:46:38.911710,AAPL,119.74017364382343
2024-02-27 22:46:38.911710,AAPL,174.03150342311875
2024-02-28 22:46:38.911710,AAPL,149.82122444697632
2024-02-29 22:46:38.911710,AAPL,119.72887440828079
2024-03-01 22:46:38.911710,AAPL,129.40303951529953
2024-03-02 22:46:38.911710,AAPL,149.67609697003928
2024-03-03 22:46:38.911710,AAPL,119.3015451573204
2024-03-04 22:46:38.911710,AAPL,172.41630710785753
2024-03-05 22:46:38.911710,AAPL,149.11361495683906
2024-03-06 22:46:38.911710,AAPL,116.70749337182588
2024-03-07 22:46:38.911710,AAPL,182.18867415293056
